"sequence","module","level","type","identifier","name","datatype","multiplicity","association_role","definition","label_local","definition_local","source_bsm_id","semantic_path","associated_module","class_term","local_name","xpath"
"116","bus","5","C","","Contact_ Fax","","0..*","","Contact Fax Number Class","【担当者FAX番号】","担当者のFAX番号の構造体。","BU24-11","$.cor_AccountingEntries.cor_EntityParty.cor_AssignedAccountant.bus_AccountantContact.bus_ContactFax","bus","Contact_ Fax","entityAccountantContactFax","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityParty/gl-bus:entityAssignedAccountant/gl-bus:entityAccountantContact/gl-bus:entityAccountantContactFax"
"117","bus","6","A","PK","Fax Number","String","0..1","","Fax Number","FAX番号","FAX番号。","BU08-01","$.cor_AccountingEntries.cor_EntityParty.cor_AssignedAccountant.bus_AccountantContact.bus_ContactFax.bus_FaxNumber","bus","Contact_ Fax","entityAccountantContactFaxNumber","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityParty/gl-bus:entityAssignedAccountant/gl-bus:entityAccountantContact/gl-bus:entityAccountantContactFax/gl-bus:entityAccountantContactFaxNumber"
"118","bus","6","A","","Fax Number Usage","String","0..1","","Fax number usage (e.g. orders, head office, IR)","FAX番号用途","FAX番号の用途。(注文、本社、IRなど)","BU08-02","$.cor_AccountingEntries.cor_EntityParty.cor_AssignedAccountant.bus_AccountantContact.bus_ContactFax.bus_FaxNumberUsage","bus","Contact_ Fax","entityAccountantContactFaxNumberUsage","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityParty/gl-bus:entityAssignedAccountant/gl-bus:entityAccountantContact/gl-bus:entityAccountantContactFax/gl-bus:entityAccountantContactFaxNumberUsage"
"119","bus","5","C","","Contact_ Email","","0..*","","Contact E-mail address class","【担当者Eメールアドレス】","担当者のEメールアドレスの構造体。","BU24-12","$.cor_AccountingEntries.cor_EntityParty.cor_AssignedAccountant.bus_AccountantContact.bus_ContactEmail","bus","Contact_ Email","entityAccountantContactEmail","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityParty/gl-bus:entityAssignedAccountant/gl-bus:entityAccountantContact/gl-bus:entityAccountantContactEmail"
"120","bus","6","A","PK","Email Address","String","0..1","","Email Address","Eメールアドレス","Eメールアドレス。","BU13-01","$.cor_AccountingEntries.cor_EntityParty.cor_AssignedAccountant.bus_AccountantContact.bus_ContactEmail.bus_EmailAddress","bus","Contact_ Email","entityAccountantContactEmailAddress","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityParty/gl-bus:entityAssignedAccountant/gl-bus:entityAccountantContact/gl-bus:entityAccountantContactEmail/gl-bus:entityAccountantContactEmailAddress"
"121","bus","6","A","","Email Address Usage","String","0..1","","Email address usage (e.g. orders, head office, IR)","Eメールアドレス用途","Eメールアドレスの用途。(注文、本社、IRなど)","BU13-02","$.cor_AccountingEntries.cor_EntityParty.cor_AssignedAccountant.bus_AccountantContact.bus_ContactEmail.bus_EmailAddressUsage","bus","Contact_ Email","entityAccountantContactEmailAddressUsage","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityParty/gl-bus:entityAssignedAccountant/gl-bus:entityAccountantContact/gl-bus:entityAccountantContactEmail/gl-bus:entityAccountantContactEmailAddressUsage"
"122","bus","3","C","","Specified_ Reporting Calendar","","0..*","Specified","A tool to collect the periods used to summarise results from transactions.","【報告カレンダー】","取引の結果をまとめるための期間を集めるもの。","CO14-17","$.cor_AccountingEntries.cor_EntityParty.cor_SpecifiedReportingCalendar","bus","Reporting Calendar","entitySpecifiedReportingCalendar","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityParty/gl-bus:entitySpecifiedReportingCalendar"
"123","bus","4","A","PK","Reporting Calendar Code","String","0..1","","The code used to identify this specific reporting calendar, unique across periods","報告カレンダーコード","この報告カレンダーを識別するコード。複数期間にわたって一意。","BU29-01","$.cor_AccountingEntries.cor_EntityParty.cor_SpecifiedReportingCalendar.bus_ReportingCalendarCode","bus","Reporting Calendar","entitySpecifiedReportingCalendarCode","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityParty/gl-bus:entitySpecifiedReportingCalendar/gl-bus:entitySpecifiedReportingCalendarCode"
"124","bus","4","A","","Reporting Calendar Description","String","0..1","","A description of the reporting calendar (associated with the reportingCalendarCode given)","報告カレンダー説明","報告カレンダーの説明（reportingCalendarCodeと関係付けられる）。","BU29-02","$.cor_AccountingEntries.cor_EntityParty.cor_SpecifiedReportingCalendar.bus_ReportingCalendarDescription","bus","Reporting Calendar","entitySpecifiedReportingCalendarDescription","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityParty/gl-bus:entitySpecifiedReportingCalendar/gl-bus:entitySpecifiedReportingCalendarDescription"
"125","bus","4","A","","Reporting Calendar Title","String","0..1","","A description of the reporting period. The actual beginning and ending dates are found within the 'reportingCalendarPeriod' class","報告カレンダータイトル","報告期間の説明。実際の開始日及び終了日はreportingCalendarPeriodに記述する。","BU29-03","$.cor_AccountingEntries.cor_EntityParty.cor_SpecifiedReportingCalendar.bus_ReportingCalendarTitle","bus","Reporting Calendar","entitySpecifiedReportingCalendarTitle","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityParty/gl-bus:entitySpecifiedReportingCalendar/gl-bus:entitySpecifiedReportingCalendarTitle"
"126","bus","4","A","","Reporting Calendar Period Type","Token","0..1","","A code for the type of period involved. Enumerated as: monthly, quarterly, semi-annually, 4-5-4, ad-hoc, other.","期間種別コード","報告期間の種別コード。月次、四半期ごと、半期ごと、4-5-4、随時、その他_x000D_
[設定値のリスト]_x000D_
(monthly：月次)、(quarterly：四半期ごと)、(semi-annually：半期ごと)、(4-5-4：4-5-4)、(ad-hoc：随時)、(other：その他)","BU29-04","$.cor_AccountingEntries.cor_EntityParty.cor_SpecifiedReportingCalendar.bus_ReportingCalendarPeriodType","bus","Reporting Calendar","entitySpecifiedReportingCalendarPeriodType","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityParty/gl-bus:entitySpecifiedReportingCalendar/gl-bus:entitySpecifiedReportingCalendarPeriodType"
"127","bus","4","A","","Reporting Calendar Period Type Description","String","0..1","","A description of the type of period involved.","期間種別説明","報告期間の種別の説明。","BU29-05","$.cor_AccountingEntries.cor_EntityParty.cor_SpecifiedReportingCalendar.bus_ReportingCalendarPeriodTypeDescription","bus","Reporting Calendar","entitySpecifiedReportingCalendarPeriodTypeDescription","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityParty/gl-bus:entitySpecifiedReportingCalendar/gl-bus:entitySpecifiedReportingCalendarPeriodTypeDescription"
"128","bus","4","A","","Reporting Calendar Closed Status","Token","0..1","","An identifier on whether the reporting calendar is still open for activity. enumerated, ""open"", ""closed"", ""pending""","締状態","報告カレンダーがオープンかどうかを示す識別子。オープン、締切り済み、保留中_x000D_
[設定値のリスト]_x000D_
(open：オープン)、(closed：締切り済み)、(pending：保留中)","BU29-06","$.cor_AccountingEntries.cor_EntityParty.cor_SpecifiedReportingCalendar.bus_ReportingCalendarClosedStatus","bus","Reporting Calendar","entitySpecifiedReportingCalendarClosedStatus","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityParty/gl-bus:entitySpecifiedReportingCalendar/gl-bus:entitySpecifiedReportingCalendarClosedStatus"
"129","bus","4","A","","Reporting Calendar Purpose","Token","0..1","","A description of the accounting set of books involved. Uses enumeration from accounting method purpose.","報告目的","帳簿の集合の説明。会計処理方法の目的の列挙値を使用する。_x000D_
[設定値のリスト]_x000D_
(book：帳簿)、(tax：税)、(management：管理)、(statutory：スタチュトリ)、(other：その他)","BU29-07","$.cor_AccountingEntries.cor_EntityParty.cor_SpecifiedReportingCalendar.bus_ReportingCalendarPurpose","bus","Reporting Calendar","entitySpecifiedReportingCalendarPurpose","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityParty/gl-bus:entitySpecifiedReportingCalendar/gl-bus:entitySpecifiedReportingCalendarPurpose"
"130","bus","4","A","","Reporting Calendar Purpose Description","String","0..1","","Free format description of the reporting purpose","報告目的説明","報告目的の説明。","BU29-08","$.cor_AccountingEntries.cor_EntityParty.cor_SpecifiedReportingCalendar.bus_ReportingCalendarPurposeDescription","bus","Reporting Calendar","entitySpecifiedReportingCalendarPurposeDescription","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityParty/gl-bus:entitySpecifiedReportingCalendar/gl-bus:entitySpecifiedReportingCalendarPurposeDescription"
"131","bus","4","C","","Reporting Calendar_ Period","","0..*","","A tool to collect a specific set of periods used to summarize results from transactions.","【報告カレンダー期間】","取引の結果をまとめるための特定の期間を集めるもの。","BU29-09","$.cor_AccountingEntries.cor_EntityParty.cor_SpecifiedReportingCalendar.bus_ReportingCalendarPeriod","bus","Reporting Calendar_ Period","entitySpecifiedReportingCalendarPeriod","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityParty/gl-bus:entitySpecifiedReportingCalendar/gl-bus:entitySpecifiedReportingCalendarPeriod"
"132","bus","5","A","PK","Period ID","String","0..1","","An identifier for this period in this calendar","報告期間識別子","このカレンダーにおけるこの期間の識別子。","BU28-01","$.cor_AccountingEntries.cor_EntityParty.cor_SpecifiedReportingCalendar.bus_ReportingCalendarPeriod.bus_PeriodID","bus","Reporting Calendar_ Period","entitySpecifiedReportingPeriodId","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityParty/gl-bus:entitySpecifiedReportingCalendar/gl-bus:entitySpecifiedReportingCalendarPeriod/gl-bus:entitySpecifiedReportingPeriodId"
"133","bus","5","A","","Period Description","String","0..1","","A description of this specific reporting period in this calendar.","期間説明","このカレンダーにおけるこの特定の期間の説明。","BU28-02","$.cor_AccountingEntries.cor_EntityParty.cor_SpecifiedReportingCalendar.bus_ReportingCalendarPeriod.bus_PeriodDescription","bus","Reporting Calendar_ Period","entitySpecifiedReportingPeriodDescription","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityParty/gl-bus:entitySpecifiedReportingCalendar/gl-bus:entitySpecifiedReportingCalendarPeriod/gl-bus:entitySpecifiedReportingPeriodDescription"
"134","bus","5","A","","Period Start Date","Date Time","0..1","","The beginning date/time of a period","期間開始日付","期間の開始日付/時刻","BU28-03","$.cor_AccountingEntries.cor_EntityParty.cor_SpecifiedReportingCalendar.bus_ReportingCalendarPeriod.bus_PeriodStartDate","bus","Reporting Calendar_ Period","entitySpecifiedReportingPeriodStartDate","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityParty/gl-bus:entitySpecifiedReportingCalendar/gl-bus:entitySpecifiedReportingCalendarPeriod/gl-bus:entitySpecifiedReportingPeriodStartDate"
"135","bus","5","A","","Period End Date","Date Time","0..1","","The ending date/time of a period","期間終了日付","期間の終了日付/時刻","BU28-04","$.cor_AccountingEntries.cor_EntityParty.cor_SpecifiedReportingCalendar.bus_ReportingCalendarPeriod.bus_PeriodEndDate","bus","Reporting Calendar_ Period","entitySpecifiedReportingPeriodEndDate","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityParty/gl-bus:entitySpecifiedReportingCalendar/gl-bus:entitySpecifiedReportingCalendarPeriod/gl-bus:entitySpecifiedReportingPeriodEndDate"
"136","bus","5","A","","Reporting Calendar_ Period Closed Date","Date Time","0..1","","The date/time a period has been closed for activity. If this is present with a nill value (xsi:nill=""true"") then the period is not closed.","期間締日付","この期間の活動が締め切られた日付/時刻。この値がニル値(xsi:nill=""true"")であれば、この期間は、締め切られていない。","BU28-05","$.cor_AccountingEntries.cor_EntityParty.cor_SpecifiedReportingCalendar.bus_ReportingCalendarPeriod.bus_ReportingCalendarPeriodClosedDate","bus","Reporting Calendar_ Period","entitySpecifiedReportingPeportingCalendarPeriodClosedDate","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityParty/gl-bus:entitySpecifiedReportingCalendar/gl-bus:entitySpecifiedReportingCalendarPeriod/gl-bus:entitySpecifiedReportingPeportingCalendarPeriodClosedDate"
"137","cor","2","C","","Entry_ Header","","0..*","","Parent for entry headers/journal entry headers.","【仕訳情報】","エントリヘッダー/仕訳記入ヘッダーの親タグ。","CO23-03","$.cor_AccountingEntries.cor_EntryHeader","cor","Entry_ Header","entryHeader","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader"
"138","cor","3","A","","Date Posted","Date Time","0..1","","Date this entry was posted (validated) to the general ledger. May not represent the date of accounting significance which is represented by 'postingDate'.","転記済日付","この仕訳が総勘定元帳に転記された(検証された)日付。 postingDateで示されるような会計上意味のある日付を表さないかもしれない。","CO22-01","$.cor_AccountingEntries.cor_EntryHeader.cor_DatePosted","cor","Entry_ Header","entryDatePosted","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDatePosted"
"139","cor","3","A","","Creator","String","0..1","","Initials/name of operator originally entering.","仕訳作成者","最初に入力したオペレータのイニシャル/名前。","CO22-02","$.cor_AccountingEntries.cor_EntryHeader.cor_Creator","cor","Entry_ Header","entryCreator","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryCreator"
"140","cor","3","A","","Last Modifier","String","0..1","","Identification for the last person modifying this entry before posting.","仕訳最終更新者","転記前に最後にこの仕訳を修正した者の識別子。","CO22-03","$.cor_AccountingEntries.cor_EntryHeader.cor_LastModifier","cor","Entry_ Header","lastModifier","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:lastModifier"
"141","cor","3","A","","Responsible Person","String","0..1","","Identifier of person who created or originated or is otherwise responsible for the entry.","責任者","仕訳を作成したか、仕訳に責任を持つ者の識別子。","CO22-04","$.cor_AccountingEntries.cor_EntryHeader.cor_ResponsiblePerson","cor","Entry_ Header","responsiblePerson","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:responsiblePerson"
"142","cor","3","A","","Type Code","Token","0..1","","One of the following enumerated list: adjusting, budget, comparative, external-accountant, standard, passed-adjusting, eliminating, proposed, recurring, reclassifying, simulated, tax, other","種別識別子","以下の値のうちのひとつ。_x000D_
整理、予算、比較、外部会計事務所、通常、無視、消去、提案、反復、組替、シミュレーション、税、その他_x000D_
[設定値のリスト]_x000D_
(adjusting：整理)、(budget：予算)、(comparative：比較)、(external-accountant：外部会計事務所)、(standard：通常)、(passed-adjusting：無視)、(eliminating：消去)、(proposed：提案)、(recurring：反復)、(reclassifying：組替)、(simulated：シミュレーション)、(tax：税)、(other：その他)","CO22-05","$.cor_AccountingEntries.cor_EntryHeader.cor_TypeCode","cor","Entry_ Header","typeCode","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:typeCode"
"143","cor","3","A","","Posting Code","String","0..1","","Code for posting to period, e.g., period 1-13, based on codes in an accounting period file. We do not recommend that software vendors export here, but suggest providing period end numbers for the buckets. Possibilities W1 through W53, M1 through M13, Q1-Q4. Developers and others creating output files are encouraged to supply an actual end date.","転記コード","転記の期間を表すコード。例えば、会計期間ファイルのコードにもとづく期間１～１３。ソフトウエアベンダーが、この値をエクスポートすることは推奨しない。期間の最終番号を提供することを勧める。可能な値としては、W1からW53、M1からM13、Q1からQ4など。開発者や出力ファイルの作成者には、実際の終了日付を提供することを勧める。","CO22-06","$.cor_AccountingEntries.cor_EntryHeader.cor_PostingCode","cor","Entry_ Header","postingCode","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:postingCode"
"144","cor","3","A","","Number of Entries","Integer","0..1","","The total number of entries.","仕訳総数","仕訳の総数。","CO22-07","$.cor_AccountingEntries.cor_EntryHeader.cor_NumberofEntries","cor","Entry_ Header","numberOfEntries","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:numberOfEntries"
"145","cor","3","A","","Comment","String","0..1","","Comment of the entry","仕訳摘要","仕訳の摘要","CO22-08","$.cor_AccountingEntries.cor_EntryHeader.cor_Comment","cor","Entry_ Header","comment","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:comment"
"146","cor","3","A","","Header_ Entry Date","Date Time","0..1","","Represents the actual date/time of entry into computer (automated from system date, often misrepresented by changing system clock). Posting dates are maintained separately.","入力日付","コンピュータへ入力した実際の日付/時刻(システム日付から自動的に与えられ、システム時計の変更により、しばしば誤った値になる)を示す。 転記日付とは別に管理される。","CO22-09","$.cor_AccountingEntries.cor_EntryHeader.cor_HeaderEntryDate","cor","Entry_ Header","headerEntryDate","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:headerEntryDate"
"147","cor","3","A","","Source Journal","Token","0..1","","Source journal. The code of the journal in which the entry is processed. The code must be a unique indication for a journal and is selected from the following enumerated list:

cd      cash disbursements (sending cheques to vendors)
cr      cash receipts (receiving cheques from others)
fa      fixed assets
gi      giro/other bank adjustments
gj      general journal
im      inventory management
jc      job cost
pj      purchase journal (liabilities from purchases)
pl      payroll journal
sj      sales journal
se      standard entries
ud      user defined
ot      other sources of entries","元仕訳帳種別","元仕訳帳。仕訳が処理される仕訳帳のコード。コードは仕訳帳に一意な指標であり、以下から選択する。_x000D_
出金(仕入先への小切手送付)、入金(他者からの小切手受領)、固定資産、振替、一般仕訳帳、在庫管理、個別原価、仕入帳(仕入による負債)、賃金台帳、売上台帳、通常仕訳、ユーザ定義、その他_x000D_
[設定値のリスト]_x000D_
(cd：出金)、(cr：入金)、(fa：固定資産)、(gi：振替)、(gj：一般仕訳帳)、(im：在庫管理)、(jc：個別原価)、(pj：仕入帳)、(pl：賃金台帳)、(sj：売上台帳)、(se：通常仕訳)、(ud：ユーザ定義)、(ot：その他)","CO22-10","$.cor_AccountingEntries.cor_EntryHeader.cor_SourceJournal","cor","Entry_ Header","sourceJournal","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:sourceJournal"
"148","cor","3","A","","Journal Description","String","0..1","","Source journal (full description of general journal, payroll journal, accountant entries). A more easily readable journal indication. The most common journals are: Purchases, Sales, Cash, and General Journal.","元仕訳帳説明","元仕訳帳(一般仕訳、給与台帳、会計事務所入力の完全な説明)。 よりわかりやすい仕訳帳の指標。 最も一般的な仕訳帳は、次の通り。 仕入、売上、現金、一般仕訳。","CO22-11","$.cor_AccountingEntries.cor_EntryHeader.cor_JournalDescription","cor","Entry_ Header","journalDescription","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:journalDescription"
"149","cor","3","A","","Entry Origin","String","0..1","","Origin of entry: accrual, manual entry, imported entry, exchange gain or loss","仕訳起源","仕訳の起源。発生、手入力、インポート入力、為替換算による損益。","CO22-12","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryOrigin","cor","Entry_ Header","entryOrigin","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryOrigin"
"150","cor","3","A","","Entry ID","String","0..1","","Identifier within source journal","仕訳識別子","元仕訳帳中の識別子。","CO22-13","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryID","cor","Entry_ Header","entryId","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryId"
"151","cor","3","A","","Entry Description","String","0..1","","Description of entry described by this entry header (e.g. Opening Balance)","仕訳説明","このエントリヘッダーによって説明された仕訳の説明(例えば、期首残高)","CO22-14","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDescription","cor","Entry_ Header","entryDescription","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDescription"
"152","cor","3","A","","Entry Qualifier","Token","0..1","","Entry Qualifier - An enumerated field that qualifies the type of entry, specifically useful for general ledger and trial balance environments when it is important to state the values represented are summarized as of the reporting date - opening or closing balances. In accounting systems, this is often known as BBF (balance brought forward.) Permitted values are: standard, balance-brought-forward and other.","仕訳修飾子","仕訳の修飾子。総勘定元帳や試算表で、開始残高や決算残高のように、記された値が報告日で集約されていることを明示することが重要なときに有用な、仕訳の種別を修飾するもの。会計システムにおいて、BBF（繰越残高）として知られるもの。指定可能な値は以下。標準、繰越残高、その他_x000D_
[設定値のリスト]_x000D_
(standard：標準)、(balance-brought-forward：繰越残高)、(other：その他)","CO22-15","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryQualifier","cor","Entry_ Header","entryQualifier","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryQualifier"
"153","cor","3","A","","Entry Qualifier Description","String","0..1","","Free format description of the entry qualifier","仕訳修飾子説明","仕訳の修飾子の説明。","CO22-16","$.cor_AccountingEntries.cor_EntryHeader.cor_EntryQualifierDescription","cor","Entry_ Header","entryQualifierDescription","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryQualifierDescription"
"154","cor","3","A","","Batch ID for Entry Group","String","0..1","","ID for a batch for this group of entries","仕訳グループ識別子","この仕訳の集合に付ける、束の識別子。","CO22-17","$.cor_AccountingEntries.cor_EntryHeader.cor_BatchIDforEntryGroup","cor","Entry_ Header","batchIdForEntryGroup","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:batchIdForEntryGroup"
"155","cor","3","A","","Batch Description","String","0..1","","Description of this batch","仕訳グループ説明","この仕訳の束の説明。","CO22-18","$.cor_AccountingEntries.cor_EntryHeader.cor_BatchDescription","cor","Entry_ Header","batchDescription","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:batchDescription"
"156","cor","3","A","","Total Debits","Monetary","0..1","","The total of all debit amounts.","借方合計","借方金額の合計値。","CO22-19","$.cor_AccountingEntries.cor_EntryHeader.cor_TotalDebits","cor","Entry_ Header","totalDebits","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:totalDebits"
"157","cor","3","A","","Total Credits","Monetary","0..1","","The total of all credit amounts.","貸方合計","貸方金額の合計値。","CO22-20","$.cor_AccountingEntries.cor_EntryHeader.cor_TotalCredits","cor","Entry_ Header","totalCredits","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:totalCredits"
"158","cor","3","A","","Type of Difference Between Book and Tax","Token","0..1","","Enumerated field with possible values of permanent, temporary or none indicating the type of difference between book and tax accounting methods. Omission of this field is equivalent to ""none""","帳簿価税務簿価差異種別","帳簿と税務会計処理方法との差異の種別を示す値。永久か一時的かまたは無し。値の省略時は「無し」と同じ。_x000D_
[設定値のリスト]_x000D_
(permanent：永久)、(temporary：一時的)、(none：無し)","CO22-21","$.cor_AccountingEntries.cor_EntryHeader.cor_TypeofDifferenceBetweenBookandTax","cor","Entry_ Header","typeOfDifferenceBetweenBookAndTax","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:typeOfDifferenceBetweenBookAndTax"
"159","cor","3","A","","Elimination Code","String","0..1","","Informs destination ledger this is an intracompany entry which eliminates in consolidation","相殺消去コード","連結決算時に消去される連結会社間仕訳であることを、受取側の元帳に通知する。","CO22-22","$.cor_AccountingEntries.cor_EntryHeader.cor_EliminationCode","cor","Entry_ Header","eliminationCode","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:eliminationCode"
"160","cor","3","A","","Budget Scenario Period Start","Date Time","0..1","","Start of period covered by associated budgetScenario","予算シナリオ期間開始日付","関係付けられたbudgetScenarioがカバーする期間の開始日。","CO22-23","$.cor_AccountingEntries.cor_EntryHeader.cor_BudgetScenarioPeriodStart","cor","Entry_ Header","budgetScenarioPeriodStart","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:budgetScenarioPeriodStart"
"161","cor","3","A","","Budget Scenario Period End","Date Time","0..1","","End of period covered by associated budgetScenario","予算シナリオ期間終了日付","関係付けられたbudgetScenarioがカバーする期間の終了日。","CO22-24","$.cor_AccountingEntries.cor_EntryHeader.cor_BudgetScenarioPeriodEnd","cor","Entry_ Header","budgetScenarioPeriodEnd","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:budgetScenarioPeriodEnd"
"162","cor","3","A","","Scenario Description","String","0..1","","Text related to budgetScenario","シナリオ説明","budgetScenarioに関する記述。","CO22-25","$.cor_AccountingEntries.cor_EntryHeader.cor_ScenarioDescription","cor","Entry_ Header","scenarioDescription","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:scenarioDescription"
"163","cor","3","A","","Scenario Code","String","0..1","","Code for a budget scenario identifier (such as PB for 'preliminary budget', or RB for 'revised budget', or other identifier for entryType)","シナリオコード","予算シナリオの識別コード。例えば、「PB」（予備予算）、「RB」（補正予算）、または他の仕訳種別の識別子。","CO22-26","$.cor_AccountingEntries.cor_EntryHeader.cor_ScenarioCode","cor","Entry_ Header","scenarioCode","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:scenarioCode"
"164","cor","3","A","","Budget Allocation Code","Token","0..1","","Code associated with the calculation formula: e.g. (D)ivide by number of periods, (T)otal for period given","予算配分コード","計算式に関係付けられたコード。例えば、期間数での分割、与えられた期間の合計_x000D_
[設定値のリスト]_x000D_
(D：期間数での分割)、(T：与えられた期間の合計)","CO22-27","$.cor_AccountingEntries.cor_EntryHeader.cor_BudgetAllocationCode","cor","Entry_ Header","budgetAllocationCode","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:budgetAllocationCode"
"165","cor","3","A","","ID for Reversing, Standard or Master Entry","String","0..1","","For standard, reversing, master, cancelling or other entries an ID associated with those entries.","反対/通常/マスタ仕訳識別子","通常、反対、マスタ、取消または他の仕訳のための、それらの仕訳を関連付けるID。","CO22-28","$.cor_AccountingEntries.cor_EntryHeader.cor_IDforReversingStandardorMasterEntry","cor","Entry_ Header","idForReversingStandardOrMasterEntry","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:idForReversingStandardOrMasterEntry"
"166","cor","3","A","","Recurring Standard Description","String","0..1","","Description to accompany standard or recurring ID","反復通常仕訳説明","通常仕訳または反復仕訳のIDの説明。","CO22-29","$.cor_AccountingEntries.cor_EntryHeader.cor_RecurringStandardDescription","cor","Entry_ Header","recurringStandardDescription","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:recurringStandardDescription"
"167","cor","3","A","","Frequency Interval","Decimal","0..1","","For standard or recurring journals, how often entry may be made: every frequencyInterval frequencyUnit, such as every 7 (interval) days (unit) or every 1 (interval) quarter (unit). This field represents the interval.","頻度間隔","通常または反復仕訳において、仕訳が記入される頻度。frequencyInterval、frequencyUnitごと、たとえば7(interval)日(unit)ごと、1(interval)四半期(unit)ごとなどにおける、intervalを示す。","CO22-30","$.cor_AccountingEntries.cor_EntryHeader.cor_FrequencyInterval","cor","Entry_ Header","frequencyInterval","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:frequencyInterval"
"168","cor","3","A","","Frequency Unit","String","0..1","","For standard or recurring journals, how often entry may be made: every frequencyInterval frequencyUnit, such as every 7 (interval) days (unit) or every 1 (interval) quarter (unit). This field represents the unit.","頻度単位","通常または反復仕訳において、仕訳が記入される頻度。frequencyInterval、frequencyUnitごと、たとえば7(interval)日(unit)ごと、1(interval)四半期(unit)ごとなどにおける、unitを示す。","CO22-31","$.cor_AccountingEntries.cor_EntryHeader.cor_FrequencyUnit","cor","Entry_ Header","frequencyUnit","/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:frequencyUnit"
