sequence,module,level,type,identifier,name,datatype,multiplicity,association_role,definition,label_local,definition_local,source_bsm_id,semantic_path,associated_module,class_term,local_name,xpath
106,ivc,3,A,,Payment means text,String,0..1,,Textual description of the means or method by which payment is to be made.,支払手段説明,支払に使用する手段または方法を記述するテキスト。,BT13-31,$.btx_BusinessTransactions.btx_TransactionHeader.ivc_Paymentmeanstext,btx,Transaction_ Header,paymentMeansText,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-ivc:paymentMeansText
107,ivc,3,A,,Payment remittance information,String,0..1,,Information to be included with the payment to enable the payment to be identified and matched to the related transaction document.,支払照合情報,支払を識別し、関連する取引文書と照合できるようにするため、支払時に付加する情報。,BT13-32,$.btx_BusinessTransactions.btx_TransactionHeader.ivc_Paymentremittanceinformation,btx,Transaction_ Header,paymentRemittanceInformation,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-ivc:paymentRemittanceInformation
108,ivc,3,A,,Payment account identifier,Token,0..1,,Identifier of the account to which the payment is to be made.,支払先口座識別子,支払を行う先の口座を識別する識別子。,BT13-33,$.btx_BusinessTransactions.btx_TransactionHeader.ivc_Paymentaccountidentifier,btx,Transaction_ Header,paymentAccountIdentifier,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-ivc:paymentAccountIdentifier
109,ivc,3,A,,Payment account name,String,0..1,,Name associated with the account to which the payment is to be made.,支払先口座名義,支払を行う先の口座に関連付けられた名称。,BT13-34,$.btx_BusinessTransactions.btx_TransactionHeader.ivc_Paymentaccountname,btx,Transaction_ Header,paymentAccountName,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-ivc:paymentAccountName
110,ivc,3,A,,Payment service provider identifier,Token,0..1,,Identifier of the payment service provider maintaining or servicing the payment account.,決済サービス提供者識別子,支払口座を管理または決済サービスを提供する事業者を識別する識別子。,BT13-35,$.btx_BusinessTransactions.btx_TransactionHeader.ivc_Paymentserviceprovideridentifier,btx,Transaction_ Header,paymentServiceProviderIdentifier,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-ivc:paymentServiceProviderIdentifier
111,ivc,3,A,,Payment card primary account number,Token,0..1,,Primary account number identifying the payment card account used for the payment.,支払カード主口座番号,支払に使用するカード口座を識別する主口座番号。,BT13-36,$.btx_BusinessTransactions.btx_TransactionHeader.ivc_Paymentcardprimaryaccountnumber,btx,Transaction_ Header,paymentCardPrimaryAccountNumber,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-ivc:paymentCardPrimaryAccountNumber
112,ivc,3,A,,Payment card holder name,String,0..1,,Name of the holder of the payment card used for the payment.,支払カード名義人名,支払に使用するカードの名義人の名称。,BT13-37,$.btx_BusinessTransactions.btx_TransactionHeader.ivc_Paymentcardholdername,btx,Transaction_ Header,paymentCardHolderName,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-ivc:paymentCardHolderName
113,ivc,3,A,,Mandate reference identifier,Token,0..1,,"Identifier referencing the mandate authorising the collection of the payment, such as a direct debit mandate.",支払委任参照識別子,口座振替など、支払の引落しを承認する委任を参照する識別子。,BT13-38,$.btx_BusinessTransactions.btx_TransactionHeader.ivc_Mandatereferenceidentifier,btx,Transaction_ Header,mandateReferenceIdentifier,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-ivc:mandateReferenceIdentifier
114,ivc,3,A,,Bank assigned creditor identifier,Token,0..1,,Identifier assigned by a bank or other payment service provider to the creditor for payment collection purposes.,銀行付与債権者識別子,支払の回収に使用するため、銀行その他の決済サービス提供者が債権者に付与する識別子。,BT13-39,$.btx_BusinessTransactions.btx_TransactionHeader.ivc_Bankassignedcreditoridentifier,btx,Transaction_ Header,bankAssignedCreditorIdentifier,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-ivc:bankAssignedCreditorIdentifier
115,ivc,3,A,,Debited account identifier,Token,0..1,,Identifier of the account from which the payment is to be debited.,引落口座識別子,支払金額が引き落とされる口座を識別する識別子。,BT13-40,$.btx_BusinessTransactions.btx_TransactionHeader.ivc_Debitedaccountidentifier,btx,Transaction_ Header,debitedAccountIdentifier,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-ivc:debitedAccountIdentifier
116,btx,3,R,,Applied Invoice_ Referenced Document,,0..1,Applied Invoice,"Document number of primary invoice number, used to offset payments, debits and credits; for an invoice, usually the same as the documentNumber. When calculating open balance on an invoice, or open amount on payments in advance or not fully applied, this permits calculation of the open item.",適用先番号,支払、借方、貸方の相殺に使用される、一次請求書の文書番号。請求書では通常documentNumberと等しい。未決済の請求書残高や、未決済の支払金額の計算時に、利用できる。,BT13-41,$.btx_BusinessTransactions.btx_TransactionHeader.btx_AppliedInvoiceReferencedDocument,btx,Referenced Document,appliedInvoiceReferencedDocument,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:appliedInvoiceReferencedDocument
117,btx,4,A,REF,Document Number,String,0..1,,Document number,発生元文書番号,発生元文書の番号。,BT12-02,$.btx_BusinessTransactions.btx_TransactionHeader.btx_AppliedInvoiceReferencedDocument.btx_DocumentNumber,btx,Referenced Document,transactionDocumentNumber,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:appliedInvoiceReferencedDocument/gl-btx:transactionDocumentNumber
118,btx,3,C,,Referenced Document,,0..*,,Reference for the document; number assigned to track the document,元文書参照情報,上の文書のための内部参照情報。文書を追跡するために内部的に割り当てた番号。,BT13-42,$.btx_BusinessTransactions.btx_TransactionHeader.btx_ReferencedDocument,btx,Referenced Document,referencedDocument,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:referencedDocument
119,btx,4,A,,Document Type,Token,0..1,,"Document type  check, debit-memo, credit-memo, finance-charge, invoice, order-customer, order-vendor, payment-other, reminder, tegata, voucher, shipment, receipt, manual-adjustment, other.",発生元文書種別,発生元文書の種別。小切手(check)、借方メモ(debit-memo)、貸方メモ(credit-memo)、財務費用(finance-charge)、顧客への請求書(invoice)、顧客オーダ(order-customer)、仕入先オーダ(order-vendor)、その他支払い(payment-other)、督促状(reminder)、手形(tegata)、ベンダからの請求書(voucher)、出荷票(shipment)、受領票(receipt)、手修正(manual-adjustment)、その他(other),BT12-01,$.btx_BusinessTransactions.btx_TransactionHeader.btx_ReferencedDocument.btx_DocumentType,btx,Referenced Document,referencedDocumentType,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:referencedDocument/gl-btx:referencedDocumentType
120,btx,4,A,PK,Document Number,String,0..1,,Document number,発生元文書番号,発生元文書の番号。,BT12-02,$.btx_BusinessTransactions.btx_TransactionHeader.btx_ReferencedDocument.btx_DocumentNumber,btx,Referenced Document,referencedDocumentNumber,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:referencedDocument/gl-btx:referencedDocumentNumber
121,btx,4,A,,Document Date,Date,0..1,,Document date,発生元文書日付,発生元文書の日付。,BT12-03,$.btx_BusinessTransactions.btx_TransactionHeader.btx_ReferencedDocument.btx_DocumentDate,btx,Referenced Document,referencedDocumentDate,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:referencedDocument/gl-btx:referencedDocumentDate
122,btx,4,A,,Document Identifier Type,Token,0..1,,"Document identifier type. Enumerated as: C, customer, E, employee, V, vendor, O, other, I, salesperson-internal, X, salesperson-external, N, contractor.",発生元文書対象CVE種別,発生元文書の対象となるCVEの種別。_x000D_ [設定値のリスト]_x000D_ (C)、(customer：顧客)、(E)、(employee：従業員)、(V)、(vendor：仕入先)、(O)、(other：その他)、(I)、(salesperson-internal：店舗内販売員)、(X)、(salesperson-external：外交販売員)、(N)、(contractor：請負者),BT12-04,$.btx_BusinessTransactions.btx_TransactionHeader.btx_ReferencedDocument.btx_DocumentIdentifierType,btx,Referenced Document,referencedDocumentIdentifierType,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:referencedDocument/gl-btx:referencedDocumentIdentifierType
123,btx,4,A,,Document Identifier Code,String,0..1,,Document identifier code,発生元文書対象CVEコード,発生元文書の対象となるCVEのコード。,BT12-05,$.btx_BusinessTransactions.btx_TransactionHeader.btx_ReferencedDocument.btx_DocumentIdentifierCode,btx,Referenced Document,referencedDocumentIdentifierCode,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:referencedDocument/gl-btx:referencedDocumentIdentifierCode
124,btx,4,A,,Received Date,Date Time,0..1,,Date/time document was noted as received (if necessary). Represents actual date received. Posting dates are maintained separately.,元文書受領日付,（必要であれば）文書の受領が記録された日付/時刻。実際に受領された日付をあらわす。転記日付は別に管理される。,BT12-06,$.btx_BusinessTransactions.btx_TransactionHeader.btx_ReferencedDocument.btx_ReceivedDate,btx,Referenced Document,referencedDocumentReceivedDate,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:referencedDocument/gl-btx:referencedDocumentReceivedDate
125,btx,4,A,,Document Location,String,0..1,,"Document location as URI, file name or other reference. Alternatively, text of document can be placed here.",元文書格納場所,文書の格納場所である、URI、ファイル名またはその他の参照情報。代わりに、文書のテキストも記述可能。,BT12-07,$.btx_BusinessTransactions.btx_TransactionHeader.btx_ReferencedDocument.btx_DocumentLocation,btx,Referenced Document,referencedDocumentLocation,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:referencedDocument/gl-btx:referencedDocumentLocation
126,btx,4,A,,Reference Purpose,Token,0..1,,Semantic purpose or role of the referenced document in this business transaction; distinct from the referenced document's own document type.,参照目的,この業務取引における参照文書の意味上の目的又は役割。参照文書自体の文書種別とは異なる。,BT12-08,$.btx_BusinessTransactions.btx_TransactionHeader.btx_ReferencedDocument.btx_ReferencePurpose,btx,Referenced Document,referencePurpose,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:referencedDocument/gl-btx:referencePurpose
127,btx,4,C,,Document Attachment,,0..*,,Attachment or external document payload associated with this referenced document.,【文書添付】,この参照文書に関連付けられた添付又は外部文書の内容。,BT12-09,$.btx_BusinessTransactions.btx_TransactionHeader.btx_ReferencedDocument.btx_DocumentAttachment,btx,Document Attachment,documentAttachment,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:referencedDocument/gl-btx:documentAttachment
128,btx,5,A,,Binary Content,Base64Binary,0..1,,Binary attachment content encoded as base64.,バイナリ内容,Base64で符号化された添付文書のバイナリ内容。,BT17-01,$.btx_BusinessTransactions.btx_TransactionHeader.btx_ReferencedDocument.btx_DocumentAttachment.btx_BinaryContent,btx,Document Attachment,binaryContent,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:referencedDocument/gl-btx:documentAttachment/gl-btx:binaryContent
129,btx,5,A,,MIME Type,Token,0..1,,MIME media type of the attached content.,MIME種別,添付内容のMIMEメディア種別。,BT17-02,$.btx_BusinessTransactions.btx_TransactionHeader.btx_ReferencedDocument.btx_DocumentAttachment.btx_MIMEType,btx,Document Attachment,mimeType,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:referencedDocument/gl-btx:documentAttachment/gl-btx:mimeType
130,btx,5,A,,File Name,String,0..1,,File name associated with the attached content.,ファイル名,添付内容に関連付けられたファイル名。,BT17-03,$.btx_BusinessTransactions.btx_TransactionHeader.btx_ReferencedDocument.btx_DocumentAttachment.btx_FileName,btx,Document Attachment,fileName,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:referencedDocument/gl-btx:documentAttachment/gl-btx:fileName
131,btx,5,A,,External URI,anyURI,0..1,,External URI at which the referenced document or attachment can be obtained.,外部URI,参照文書又は添付文書を取得できる外部URI。,BT17-04,$.btx_BusinessTransactions.btx_TransactionHeader.btx_ReferencedDocument.btx_DocumentAttachment.btx_ExternalURI,btx,Document Attachment,externalUri,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:referencedDocument/gl-btx:documentAttachment/gl-btx:externalUri
132,btx,3,C,,Header_ Identifier Reference,,0..*,,"Identification for customer, vendor, or employee.",【文書CVE情報】,顧客、仕入先、従業員のための識別子。,BT13-43,$.btx_BusinessTransactions.btx_TransactionHeader.btx_HeaderIdentifierReference,btx,Header_ Identifier Reference,headerIdentifierReference,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:headerIdentifierReference
133,btx,4,A,PK,Identifier Code,String,0..1,,Unique ID Number associated with identifierReference,CVE識別番号（内部）,identifierReferenceに関係付けられた、内部ID番号。,BT07-01,$.btx_BusinessTransactions.btx_TransactionHeader.btx_HeaderIdentifierReference.btx_IdentifierCode,btx,Header_ Identifier Reference,headerIdentifierCode,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:headerIdentifierReference/gl-btx:headerIdentifierCode
134,btx,4,A,,Identifier Purpose,String,0..1,,"Freeform for codes like purchasing, billing, manufacturing at identifier level.",CVE目的,購買、請求、製造などの、CVE識別子のレベルのコードの自由記述。,BT07-02,$.btx_BusinessTransactions.btx_TransactionHeader.btx_HeaderIdentifierReference.btx_IdentifierPurpose,btx,Header_ Identifier Reference,headerIdentifierPurpose,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:headerIdentifierReference/gl-btx:headerIdentifierPurpose
135,btx,4,A,,Identifier Active,Boolean,0..1,,"Boolean to indicate whether the identifier is active (=""true"") or inactive (=""false"")",CVE有効性,CVE識別子が有効か無効かを示すブール値。,BT07-03,$.btx_BusinessTransactions.btx_TransactionHeader.btx_HeaderIdentifierReference.btx_IdentifierActive,btx,Header_ Identifier Reference,headerIdentifierActive,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:headerIdentifierReference/gl-btx:headerIdentifierActive
136,btx,4,A,,Identifier Organization Type,Token,0..1,,"Identifier Organization Type. Enumerated as: individual, organization, other.",CVE組織種別,"CVE識別子の組織種別。_x000D_
[設定値のリスト]_x000D_
(individual：個人)、(organization：組織)、(other：その他)",BT07-04,$.btx_BusinessTransactions.btx_TransactionHeader.btx_HeaderIdentifierReference.btx_IdentifierOrganizationType,btx,Header_ Identifier Reference,headerIdentifierOrganizationType,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:headerIdentifierReference/gl-btx:headerIdentifierOrganizationType
137,btx,4,A,,Identifier Organization Type Description,String,0..1,,Free format description of the identifier organization type,CVE組織種別説明,CVE識別子の組織種別の説明。,BT07-05,$.btx_BusinessTransactions.btx_TransactionHeader.btx_HeaderIdentifierReference.btx_IdentifierOrganizationTypeDescription,btx,Header_ Identifier Reference,headerIdentifierOrganizationTypeDescription,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:headerIdentifierReference/gl-btx:headerIdentifierOrganizationTypeDescription
138,btx,4,A,,Identifier Description,String,0..1,,Textual description of identifierReference.,CVE説明,identifierReferenceの説明。,BT07-06,$.btx_BusinessTransactions.btx_TransactionHeader.btx_HeaderIdentifierReference.btx_IdentifierDescription,btx,Header_ Identifier Reference,headerIdentifierDescription,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:headerIdentifierReference/gl-btx:headerIdentifierDescription
139,btx,4,A,,Identifier Type,Token,0..1,,"Entity type (enumerated): C, customer, E, employee, V, vendor, O, other, I, salesperson-internal, X, salesperson-external, N, contractor.",CVE種別,実体の種別。_x000D_ [設定値のリスト]_x000D_ (C)、(customer：顧客)、(E)、(employee：従業員)、(V)、(vendor：仕入先)、(O)、(other：その他)、(I)、(salesperson-internal：店舗内販売員)、(X)、(salesperson-external：外交販売員)、(N)、(contractor：請負者),BT07-07,$.btx_BusinessTransactions.btx_TransactionHeader.btx_HeaderIdentifierReference.btx_IdentifierType,btx,Header_ Identifier Reference,headerIdentifierType,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:headerIdentifierReference/gl-btx:headerIdentifierType
140,btx,4,A,,Identifier Category,String,0..1,,"For use as Customer, Vendor or Employee Class (such as Residential/Commercial/Institutional/Government or Retail/Wholesale or other classifications used by business).",CVEカテゴリ,顧客、仕入先、従業員の分類に使用する。　（住居/商業/機関/政府や、小売/卸や、ビジネスで使用されるその他の分類）。,BT07-08,$.btx_BusinessTransactions.btx_TransactionHeader.btx_HeaderIdentifierReference.btx_IdentifierCategory,btx,Header_ Identifier Reference,headerIdentifierCategory,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:headerIdentifierReference/gl-btx:headerIdentifierCategory
141,cor,4,C,,Identifier_ Phone,,0..*,,Phone number related to Identifier.,【電話番号】,CVE識別子の電話番号。,BT07-09,$.btx_BusinessTransactions.btx_TransactionHeader.btx_HeaderIdentifierReference.btx_IdentifierPhone,cor,Identifier_ Phone,headerIdentifierPhone,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:headerIdentifierReference/gl-cor:headerIdentifierPhone
142,cor,5,A,PK,Phone Number,String,0..1,,Phone number referred to in Phone Number Description'\.,電話番号,電話番号用途で示される電話番号。,CO01-01,$.btx_BusinessTransactions.btx_TransactionHeader.btx_HeaderIdentifierReference.btx_IdentifierPhone.cor_PhoneNumber,cor,Identifier_ Phone,headerIdentifierPhoneNumber,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:headerIdentifierReference/gl-cor:headerIdentifierPhone/gl-cor:headerIdentifierPhoneNumber
143,cor,5,A,,Phone Number Description,String,0..1,,"Entity Phone Number Description such as Main, Investor relations. Enumerated as: bookkeeper, controller, direct, fax, investor-relations, main, switchboard, other.",電話番号用途,"代表、IR用などの、電話番号の用途。
[設定値のリスト]
(bookkeeper：記帳係)、(controller：会計責任者)、(direct：直通)、(fax：FAX)、(investor-relations：IR窓口)、(main：代表)、(switchboard：交換台)、(other：その他)",CO01-02,$.btx_BusinessTransactions.btx_TransactionHeader.btx_HeaderIdentifierReference.btx_IdentifierPhone.cor_PhoneNumberDescription,cor,Identifier_ Phone,headerIdentifierPhoneNumberDescription,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:headerIdentifierReference/gl-cor:headerIdentifierPhone/gl-cor:headerIdentifierPhoneNumberDescription
144,cor,4,C,,Identifier_ Fax,,0..*,,Fax number class related to identifier.,【FAX番号】,CVE識別子のFAX番号の構造体。,BT07-10,$.btx_BusinessTransactions.btx_TransactionHeader.btx_HeaderIdentifierReference.btx_IdentifierFax,cor,Identifier_ Fax,headerIdentifierFax,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:headerIdentifierReference/gl-cor:headerIdentifierFax
145,cor,5,A,PK,Fax Number,String,0..1,,Fax Number,FAX番号,FAX番号。,CO03-01,$.btx_BusinessTransactions.btx_TransactionHeader.btx_HeaderIdentifierReference.btx_IdentifierFax.cor_FaxNumber,cor,Identifier_ Fax,headerIdentifierFaxNumber,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:headerIdentifierReference/gl-cor:headerIdentifierFax/gl-cor:headerIdentifierFaxNumber
146,cor,5,A,,Fax Number Usage,String,0..1,,"Fax number usage (e.g. orders, head office, IR)",FAX番号用途,FAX番号の用途。(注文、本社、IRなど),CO03-02,$.btx_BusinessTransactions.btx_TransactionHeader.btx_HeaderIdentifierReference.btx_IdentifierFax.cor_FaxNumberUsage,cor,Identifier_ Fax,headerIdentifierFaxNumberUsage,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:headerIdentifierReference/gl-cor:headerIdentifierFax/gl-cor:headerIdentifierFaxNumberUsage
147,cor,4,C,,Identifier_ Email,,0..*,,Email address for Identifier.,【CVEEメールアドレス】,CVE識別子のEメールアドレス。,BT07-11,$.btx_BusinessTransactions.btx_TransactionHeader.btx_HeaderIdentifierReference.btx_IdentifierEmail,cor,Identifier_ Email,headerIdentifierEmail,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:headerIdentifierReference/gl-cor:headerIdentifierEmail
148,cor,5,A,PK,Email Address,String,0..1,,Email Address,Eメールアドレス,Eメールアドレス。,CO05-01,$.btx_BusinessTransactions.btx_TransactionHeader.btx_HeaderIdentifierReference.btx_IdentifierEmail.cor_EmailAddress,cor,Identifier_ Email,headerIdentifierEmailAddress,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:headerIdentifierReference/gl-cor:headerIdentifierEmail/gl-cor:headerIdentifierEmailAddress
149,cor,5,A,,Email Address Usage,String,0..1,,"Email address usage (e.g. orders, head office, IR)",Eメールアドレス用途,Eメールアドレスの用途。(注文、本社、IRなど),CO05-02,$.btx_BusinessTransactions.btx_TransactionHeader.btx_HeaderIdentifierReference.btx_IdentifierEmail.cor_EmailAddressUsage,cor,Identifier_ Email,headerIdentifierEmailAddressUsage,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:headerIdentifierReference/gl-cor:headerIdentifierEmail/gl-cor:headerIdentifierEmailAddressUsage
150,cor,4,C,,Identifier_ Address,,0..*,,"Address (block) of customer, vendor, employee for integration purposes, VAT.",【CVE住所】,統合目的やVATのための、顧客、仕入先、従業員の住所(ブロック)。,BT07-12,$.btx_BusinessTransactions.btx_TransactionHeader.btx_HeaderIdentifierReference.btx_IdentifierAddress,cor,Identifier_ Address,headerIdentifierAddress,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:headerIdentifierReference/gl-cor:headerIdentifierAddress
151,cor,5,A,,Description,String,0..1,,Address Description,住所説明,住所の説明。,CO08-01,$.btx_BusinessTransactions.btx_TransactionHeader.btx_HeaderIdentifierReference.btx_IdentifierAddress.cor_Description,cor,Identifier_ Address,headerIdentifierAddressDescription,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:headerIdentifierReference/gl-cor:headerIdentifierAddress/gl-cor:headerIdentifierAddressDescription
152,cor,5,A,,Purpose,String,0..1,,Address Purpose,住所目的,住所の目的。,CO08-02,$.btx_BusinessTransactions.btx_TransactionHeader.btx_HeaderIdentifierReference.btx_IdentifierAddress.cor_Purpose,cor,Identifier_ Address,headerIdentifierAddressPurpose,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:headerIdentifierReference/gl-cor:headerIdentifierAddress/gl-cor:headerIdentifierAddressPurpose
153,cor,5,A,,Location ID,String,0..1,,A code used to identify the location and to associate it with contacts and transactions,所在地識別子,所在地を識別したり、窓口や取引と関係付けるコード。,CO08-03,$.btx_BusinessTransactions.btx_TransactionHeader.btx_HeaderIdentifierReference.btx_IdentifierAddress.cor_LocationID,cor,Identifier_ Address,headerIdentifierAddressDocationId,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:headerIdentifierReference/gl-cor:headerIdentifierAddress/gl-cor:headerIdentifierAddressDocationId
154,cor,5,A,,Building Number,String,0..1,,Building Number,住所建物番号,建物番号。,CO08-04,$.btx_BusinessTransactions.btx_TransactionHeader.btx_HeaderIdentifierReference.btx_IdentifierAddress.cor_BuildingNumber,cor,Identifier_ Address,headerIdentifierAddressDuildingNumber,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:headerIdentifierReference/gl-cor:headerIdentifierAddress/gl-cor:headerIdentifierAddressDuildingNumber
155,cor,5,A,,Street,String,0..1,,Street address,住所通り,住所の通り。,CO08-05,$.btx_BusinessTransactions.btx_TransactionHeader.btx_HeaderIdentifierReference.btx_IdentifierAddress.cor_Street,cor,Identifier_ Address,headerIdentifierAddressDtreet,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:headerIdentifierReference/gl-cor:headerIdentifierAddress/gl-cor:headerIdentifierAddressDtreet
156,cor,5,A,,Address Detail,String,0..1,,Address Detail,住所詳細,住所詳細。,CO08-06,$.btx_BusinessTransactions.btx_TransactionHeader.btx_HeaderIdentifierReference.btx_IdentifierAddress.cor_AddressDetail,cor,Identifier_ Address,headerIdentifierAddressDddressDetail,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:headerIdentifierReference/gl-cor:headerIdentifierAddress/gl-cor:headerIdentifierAddressDddressDetail
157,cor,5,A,,City,String,0..1,,City,住所都市,住所の都市。,CO08-07,$.btx_BusinessTransactions.btx_TransactionHeader.btx_HeaderIdentifierReference.btx_IdentifierAddress.cor_City,cor,Identifier_ Address,headerIdentifierAddressDity,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:headerIdentifierReference/gl-cor:headerIdentifierAddress/gl-cor:headerIdentifierAddressDity
158,cor,5,A,,State or Province,String,0..1,,"State, province or region",住所州,住所の州や地方。,CO08-08,$.btx_BusinessTransactions.btx_TransactionHeader.btx_HeaderIdentifierReference.btx_IdentifierAddress.cor_StateorProvince,cor,Identifier_ Address,headerIdentifierAddressDtateOrProvince,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:headerIdentifierReference/gl-cor:headerIdentifierAddress/gl-cor:headerIdentifierAddressDtateOrProvince
159,cor,5,A,,Country,String,0..1,,Country,住所国,住所の国。,CO08-09,$.btx_BusinessTransactions.btx_TransactionHeader.btx_HeaderIdentifierReference.btx_IdentifierAddress.cor_Country,cor,Identifier_ Address,headerIdentifierAddressDountry,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:headerIdentifierReference/gl-cor:headerIdentifierAddress/gl-cor:headerIdentifierAddressDountry
160,cor,5,A,,Zip or Postal Code,String,0..1,,Zip or other postal code,住所郵便番号,住所の郵便番号。,CO08-10,$.btx_BusinessTransactions.btx_TransactionHeader.btx_HeaderIdentifierReference.btx_IdentifierAddress.cor_ZiporPostalCode,cor,Identifier_ Address,headerIdentifierAddressDipOrPostalCode,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:headerIdentifierReference/gl-cor:headerIdentifierAddress/gl-cor:headerIdentifierAddressDipOrPostalCode
161,cor,4,C,,Identifier_ Contact,,0..*,,Identifier Contact Information Class,【CVE担当者情報】,CVE識別子の担当者情報の構造体。,BT07-13,$.btx_BusinessTransactions.btx_TransactionHeader.btx_HeaderIdentifierReference.btx_IdentifierContact,cor,Identifier_ Contact,headerIdentifierContact,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:headerIdentifierReference/gl-cor:headerIdentifierContact
162,cor,5,A,,Contact Prefix,String,0..1,,"Prefix (e.g. Dr., Mr., Mrs.)",敬称,敬称(Dr.、Mr.、Mrs.など),CO11-01,$.btx_BusinessTransactions.btx_TransactionHeader.btx_HeaderIdentifierReference.btx_IdentifierContact.cor_ContactPrefix,cor,Identifier_ Contact,headerIdentifierContactPrefix,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:headerIdentifierReference/gl-cor:headerIdentifierContact/gl-cor:headerIdentifierContactPrefix
